trade_type,acct_num,sec_symbol,trade_date,trade_lot,transaction_id
BUY,CO-52674,COF,2017-01-23,70000,05385715
SELL,CO-52674,COF,2019-07-16,70000,05385715
BUY,CO-52674,NKE,2017-10-16,20000,06729267
SELL,CO-52674,NKE,2019-07-12,20000,06729267
BUY,CO-52674,MSFT,2017-03-08,40000,09140773
SELL,CO-52674,MSFT,2019-02-14,40000,09140773
BUY,CO-52674,MSFT,2017-08-23,90000,09343670
SELL,CO-52674,MSFT,2019-09-18,90000,09343670
BUY,CO-52674,INTC,2017-05-09,40000,06510799
SELL,CO-52674,INTC,2019-05-24,40000,06510799
BUY,CO-52674,DIS,2017-03-23,30000,08931950
SELL,CO-52674,DIS,2019-01-09,30000,08931950
BUY,CO-52674,NKE,2017-08-31,40000,06644091
SELL,CO-52674,NKE,2020-09-09,40000,06644091
BUY,CO-52674,CMG,2017-03-07,50000,03722660
SELL,CO-52674,CMG,2019-12-26,50000,03722660
BUY,CO-52674,AMD,2017-03-01,50000,06462143
SELL,CO-52674,AMD,2018-11-01,50000,06462143
BUY,CO-52674,MSFT,2017-04-24,50000,09319994
SELL,CO-52674,MSFT,2018-11-28,50000,09319994
BUY,CO-52674,UA,2017-06-23,40000,08188476
SELL,CO-52674,UA,2019-10-08,40000,08188476
BUY,CO-52674,DIS,2017-02-10,80000,06764157
SELL,CO-52674,DIS,2019-04-24,80000,06764157
BUY,CO-52674,CMG,2017-08-24,50000,02597240
SELL,CO-52674,CMG,2020-06-25,50000,02597240
BUY,CO-52674,NKE,2017-08-18,10000,03147852
SELL,CO-52674,NKE,2020-07-01,10000,03147852
BUY,CO-52674,DIS,2017-04-21,40000,07689648
SELL,CO-52674,DIS,2019-01-23,40000,07689648
BUY,CO-52674,COF,2017-06-29,50000,06569605
SELL,CO-52674,COF,2019-04-29,50000,06569605
BUY,CO-52674,CRM,2017-08-03,30000,05421851
SELL,CO-52674,CRM,2019-03-14,30000,05421851
BUY,CO-52674,CMG,2017-02-24,10000,07195006
SELL,CO-52674,CMG,2020-04-17,10000,07195006
BUY,CO-52674,CMG,2017-08-29,20000,09428286
SELL,CO-52674,CMG,2019-09-11,20000,09428286
BUY,CO-52674,NKE,2017-09-11,70000,07457111
SELL,CO-52674,NKE,2020-07-10,70000,07457111
BUY,CO-52674,MSFT,2017-08-03,70000,07087728
SELL,CO-52674,MSFT,2020-08-31,70000,07087728
BUY,CO-52674,AMD,2017-01-26,30000,03094254
SELL,CO-52674,AMD,2018-10-02,30000,03094254
BUY,CO-52674,CRM,2017-08-08,70000,01149464
SELL,CO-52674,CRM,2020-03-04,70000,01149464
BUY,CO-52674,DIS,2017-06-20,70000,09693542
SELL,CO-52674,DIS,2020-06-24,70000,09693542
BUY,CO-52674,DIS,2017-08-30,30000,07474738
SELL,CO-52674,DIS,2020-07-02,30000,07474738
BUY,CO-52674,CMG,2017-10-12,80000,02006920
SELL,CO-52674,CMG,2020-04-29,80000,02006920
BUY,CO-52674,DIS,2017-01-10,40000,09471849
SELL,CO-52674,DIS,2020-02-27,40000,09471849
BUY,CO-52674,CRM,2017-10-13,60000,08417366
SELL,CO-52674,CRM,2020-08-28,60000,08417366
BUY,CO-52674,COF,2017-05-02,10000,01362776
SELL,CO-52674,COF,2019-07-09,10000,01362776
BUY,CO-52674,DIS,2017-09-27,20000,06966349
SELL,CO-52674,DIS,2020-07-16,20000,06966349
BUY,CO-52674,AMD,2017-03-21,30000,07706173
SELL,CO-52674,AMD,2019-02-08,30000,07706173
BUY,CO-52674,MSFT,2017-02-16,10000,01380541
SELL,CO-52674,MSFT,2018-12-20,10000,01380541
BUY,CO-52674,AMD,2017-05-19,40000,04718160
SELL,CO-52674,AMD,2019-01-03,40000,04718160
BUY,CO-52674,INTC,2017-05-12,40000,09515518
SELL,CO-52674,INTC,2019-08-22,40000,09515518
BUY,CO-52674,UA,2017-03-30,80000,06746945
SELL,CO-52674,UA,2019-08-07,80000,06746945
BUY,CO-52674,COF,2017-02-14,60000,05504464
SELL,CO-52674,COF,2019-10-31,60000,05504464
BUY,CO-52674,NKE,2017-02-03,50000,06337617
SELL,CO-52674,NKE,2019-11-20,50000,06337617
BUY,CO-52674,COF,2017-04-17,40000,03488551
SELL,CO-52674,COF,2020-02-27,40000,03488551
BUY,CO-52674,INTC,2017-02-24,30000,03987603
SELL,CO-52674,INTC,2019-02-01,30000,03987603
BUY,CO-52674,CRM,2017-08-03,10000,04606302
SELL,CO-52674,CRM,2019-03-25,10000,04606302
BUY,CO-52674,SQ,2017-03-29,20000,01709591
SELL,CO-52674,SQ,2019-10-31,20000,01709591
BUY,CO-52674,CMG,2017-02-03,90000,07609040
SELL,CO-52674,CMG,2019-12-02,90000,07609040
BUY,CO-52674,CRM,2017-09-27,90000,03358481
SELL,CO-52674,CRM,2020-03-06,90000,03358481
BUY,CO-52674,MSFT,2017-05-08,80000,08160420
SELL,CO-52674,MSFT,2019-11-27,80000,08160420
BUY,CO-52674,AMD,2017-09-12,50000,01355315
SELL,CO-52674,AMD,2020-08-03,50000,01355315
BUY,CO-52674,MSFT,2017-10-04,50000,03811333
SELL,CO-52674,MSFT,2019-10-17,50000,03811333
BUY,CO-52674,CRM,2017-02-14,70000,05813681
SELL,CO-52674,CRM,2019-05-07,70000,05813681
BUY,CO-52674,INTC,2017-01-12,50000,07345729
SELL,CO-52674,INTC,2019-08-27,50000,07345729
BUY,CO-52674,CRM,2017-05-01,50000,08057547
SELL,CO-52674,CRM,2019-01-17,50000,08057547
BUY,CO-52674,COF,2017-05-01,50000,02618944
SELL,CO-52674,COF,2018-12-18,50000,02618944
BUY,CO-52674,NKE,2017-05-01,90000,01230605
SELL,CO-52674,NKE,2019-05-30,90000,01230605
BUY,CO-52674,INTC,2017-09-19,20000,06888401
SELL,CO-52674,INTC,2020-04-01,20000,06888401
BUY,CO-52674,MSFT,2017-04-03,90000,08189334
SELL,CO-52674,MSFT,2020-02-11,90000,08189334
BUY,CO-52674,CRM,2017-07-26,40000,09572502
SELL,CO-52674,CRM,2020-08-27,40000,09572502
BUY,CO-52674,INTC,2017-06-22,40000,04919675
SELL,CO-52674,INTC,2020-03-23,40000,04919675
BUY,CO-52674,NKE,2017-07-24,20000,09799228
SELL,CO-52674,NKE,2019-07-03,20000,09799228
BUY,CO-52674,NKE,2017-08-02,90000,05634026
SELL,CO-52674,NKE,2019-11-25,90000,05634026
BUY,CO-52674,CRM,2017-04-20,90000,04559872
SELL,CO-52674,CRM,2019-12-18,90000,04559872
BUY,CO-52674,MSFT,2017-01-17,70000,03918685
SELL,CO-52674,MSFT,2019-05-15,70000,03918685
BUY,CO-52674,CMG,2017-04-12,70000,07183697
SELL,CO-52674,CMG,2019-04-24,70000,07183697
BUY,CO-52674,AMD,2017-02-13,40000,08346832
SELL,CO-52674,AMD,2019-09-30,40000,08346832
BUY,CO-52674,NKE,2017-10-13,10000,06707027
SELL,CO-52674,NKE,2019-10-01,10000,06707027
BUY,CO-52674,CMG,2017-06-21,30000,01406041
SELL,CO-52674,CMG,2020-02-21,30000,01406041
BUY,CO-52674,INTC,2017-02-28,80000,01694888
SELL,CO-52674,INTC,2019-08-27,80000,01694888
BUY,CO-52674,INTC,2017-08-23,40000,04452345
SELL,CO-52674,INTC,2020-04-02,40000,04452345
BUY,CO-52674,UA,2017-07-03,20000,03779645
SELL,CO-52674,UA,2019-11-11,20000,03779645
BUY,CO-52674,COF,2017-08-11,40000,01724367
SELL,CO-52674,COF,2019-10-02,40000,01724367
BUY,CO-52674,NKE,2017-09-05,90000,03760953
SELL,CO-52674,NKE,2020-03-27,90000,03760953
BUY,CO-52674,UA,2017-07-03,80000,01900808
SELL,CO-52674,UA,2020-03-31,80000,01900808
BUY,CO-52674,AMD,2017-06-12,50000,04156248
SELL,CO-52674,AMD,2019-08-05,50000,04156248
BUY,CO-52674,COF,2017-05-10,70000,01348955
SELL,CO-52674,COF,2019-03-01,70000,01348955
BUY,CO-52674,CRM,2017-07-24,20000,01972583
SELL,CO-52674,CRM,2020-02-21,20000,01972583
BUY,CO-52674,INTC,2017-02-07,10000,07945060
SELL,CO-52674,INTC,2020-01-03,10000,07945060
BUY,CO-52674,INTC,2017-09-25,20000,03538697
SELL,CO-52674,INTC,2019-07-30,20000,03538697
BUY,CO-52674,MSFT,2017-04-19,20000,01120299
SELL,CO-52674,MSFT,2019-03-20,20000,01120299
BUY,CO-52674,NKE,2017-08-08,80000,06843181
SELL,CO-52674,NKE,2019-06-13,80000,06843181
BUY,CO-52674,DIS,2017-09-05,40000,03051814
SELL,CO-52674,DIS,2019-09-26,40000,03051814
BUY,CO-52674,SQ,2017-08-11,80000,01869419
SELL,CO-52674,SQ,2019-07-01,80000,01869419
BUY,CO-52674,CMG,2017-06-15,20000,08798463
SELL,CO-52674,CMG,2019-03-07,20000,08798463
BUY,CO-52674,AMD,2017-07-31,90000,05633594
SELL,CO-52674,AMD,2020-07-20,90000,05633594
BUY,CO-52674,AMD,2017-09-15,40000,06461677
SELL,CO-52674,AMD,2020-05-01,40000,06461677
BUY,CO-52674,COF,2017-02-13,30000,05485249
SELL,CO-52674,COF,2019-11-01,30000,05485249
BUY,CO-52674,MSFT,2017-04-03,10000,04367864
SELL,CO-52674,MSFT,2019-05-24,10000,04367864
BUY,CO-52674,COF,2017-03-16,80000,06035615
SELL,CO-52674,COF,2020-01-17,80000,06035615
BUY,CO-52674,INTC,2017-09-13,90000,02152580
SELL,CO-52674,INTC,2020-09-04,90000,02152580
BUY,CO-52674,INTC,2017-07-05,50000,09283699
SELL,CO-52674,INTC,2020-01-14,50000,09283699
BUY,CO-52674,MSFT,2017-09-21,50000,05201890
SELL,CO-52674,MSFT,2020-11-16,50000,05201890
BUY,CO-52674,DIS,2017-01-23,40000,01105025
SELL,CO-52674,DIS,2018-10-24,40000,01105025
BUY,CO-52674,SQ,2017-10-03,60000,06479920
SELL,CO-52674,SQ,2019-10-09,60000,06479920
BUY,CO-52674,CRM,2017-07-20,10000,02261364
SELL,CO-52674,CRM,2019-09-24,10000,02261364
BUY,CO-52674,CRM,2017-04-07,70000,06435603
SELL,CO-52674,CRM,2020-02-28,70000,06435603
BUY,CO-52674,MSFT,2017-09-07,60000,05419510
SELL,CO-52674,MSFT,2020-04-22,60000,05419510
BUY,CO-52674,NKE,2017-08-10,90000,01408107
SELL,CO-52674,NKE,2019-10-22,90000,01408107
BUY,CO-52674,AMD,2017-03-30,90000,02624776
SELL,CO-52674,AMD,2019-11-26,90000,02624776
BUY,CO-52674,CMG,2017-05-16,20000,08700198
SELL,CO-52674,CMG,2018-12-28,20000,08700198
BUY,CO-52674,UA,2017-05-01,30000,05111039
SELL,CO-52674,UA,2019-12-05,30000,05111039
BUY,CO-52674,AMD,2017-03-14,50000,06735581
SELL,CO-52674,AMD,2019-02-15,50000,06735581
BUY,CO-52674,UA,2017-03-03,30000,08163872
SELL,CO-52674,UA,2019-09-30,30000,08163872
BUY,CO-52674,CMG,2017-04-20,10000,09189230
SELL,CO-52674,CMG,2019-12-06,10000,09189230
BUY,CO-52674,DIS,2017-10-10,20000,05380910
SELL,CO-52674,DIS,2020-11-03,20000,05380910
BUY,CO-52674,MSFT,2017-09-07,80000,03751641
SELL,CO-52674,MSFT,2019-12-26,80000,03751641
BUY,CO-52674,UA,2017-04-06,60000,04091285
SELL,CO-52674,UA,2019-04-30,60000,04091285
BUY,CO-52674,CMG,2017-06-06,10000,06590428
SELL,CO-52674,CMG,2020-04-20,10000,06590428
BUY,CO-52674,CRM,2017-09-13,50000,03944599
SELL,CO-52674,CRM,2020-05-22,50000,03944599
BUY,CO-52674,CRM,2017-04-28,50000,01387983
SELL,CO-52674,CRM,2020-05-13,50000,01387983
BUY,CO-52674,INTC,2017-01-24,10000,05186669
SELL,CO-52674,INTC,2019-02-04,10000,05186669
BUY,CO-52674,UA,2017-04-25,90000,05209567
SELL,CO-52674,UA,2020-03-27,90000,05209567
BUY,CO-52674,CMG,2017-04-03,30000,06062092
SELL,CO-52674,CMG,2019-05-08,30000,06062092
BUY,CO-52674,CRM,2017-01-06,70000,02294880
SELL,CO-52674,CRM,2018-12-11,70000,02294880
BUY,CO-52674,CMG,2017-07-17,50000,06365961
SELL,CO-52674,CMG,2019-03-14,50000,06365961
BUY,CO-52674,AMD,2017-04-10,20000,06367095
SELL,CO-52674,AMD,2018-12-07,20000,06367095
BUY,CO-52674,DIS,2017-05-02,20000,04356280
SELL,CO-52674,DIS,2019-12-03,20000,04356280
BUY,CO-52674,AMD,2017-01-09,90000,06237916
SELL,CO-52674,AMD,2019-01-24,90000,06237916
BUY,CO-52674,SQ,2017-06-19,20000,08713575
SELL,CO-52674,SQ,2020-02-26,20000,08713575
BUY,CO-52674,UA,2017-05-30,40000,02605503
SELL,CO-52674,UA,2020-03-19,40000,02605503
BUY,CO-52674,COF,2017-04-11,20000,07050725
SELL,CO-52674,COF,2019-09-10,20000,07050725
BUY,CO-52674,INTC,2017-06-15,50000,04558844
SELL,CO-52674,INTC,2019-07-23,50000,04558844
BUY,CO-52674,SQ,2017-03-15,80000,07605783
SELL,CO-52674,SQ,2018-12-04,80000,07605783
BUY,CO-52674,DIS,2017-03-31,20000,01465329
SELL,CO-52674,DIS,2019-07-26,20000,01465329
BUY,CO-52674,NKE,2017-09-15,10000,04547722
SELL,CO-52674,NKE,2019-11-29,10000,04547722
BUY,CO-52674,UA,2017-07-11,40000,02245119
SELL,CO-52674,UA,2019-02-22,40000,02245119
BUY,CO-52674,UA,2017-08-17,30000,07484295
SELL,CO-52674,UA,2020-03-18,30000,07484295
BUY,CO-52674,UA,2017-04-17,60000,06513108
SELL,CO-52674,UA,2019-02-12,60000,06513108
BUY,CO-52674,SQ,2017-05-05,10000,09984733
SELL,CO-52674,SQ,2019-10-15,10000,09984733
BUY,CO-52674,CRM,2017-08-07,20000,09670100
SELL,CO-52674,CRM,2020-02-14,20000,09670100
BUY,CO-52674,UA,2017-09-15,80000,06314403
SELL,CO-52674,UA,2020-01-22,80000,06314403
BUY,CO-52674,SQ,2017-03-31,40000,03952428
SELL,CO-52674,SQ,2019-10-24,40000,03952428
BUY,CO-52674,AMD,2017-02-17,90000,07515450
SELL,CO-52674,AMD,2019-07-12,90000,07515450
BUY,CO-52674,INTC,2017-04-10,20000,05300078
SELL,CO-52674,INTC,2020-02-26,20000,05300078
BUY,CO-52674,INTC,2017-10-02,20000,08278185
SELL,CO-52674,INTC,2020-10-21,20000,08278185
BUY,CO-52674,AMD,2017-03-03,10000,06759170
SELL,CO-52674,AMD,2019-10-03,10000,06759170
BUY,CO-52674,SQ,2017-08-15,60000,09415187
SELL,CO-52674,SQ,2020-01-23,60000,09415187
BUY,CO-52674,AMD,2017-09-19,90000,05719368
SELL,CO-52674,AMD,2020-08-12,90000,05719368
BUY,CO-52674,CRM,2017-07-18,80000,07243384
SELL,CO-52674,CRM,2020-04-09,80000,07243384
BUY,CO-52674,CMG,2017-03-07,40000,05806123
SELL,CO-52674,CMG,2019-03-27,40000,05806123
BUY,CO-52674,AMD,2017-08-03,30000,03999701
SELL,CO-52674,AMD,2019-09-12,30000,03999701
BUY,CO-52674,CMG,2017-09-07,70000,08014270
SELL,CO-52674,CMG,2019-12-02,70000,08014270
BUY,CO-52674,COF,2017-01-13,40000,09082060
SELL,CO-52674,COF,2018-10-25,40000,09082060
BUY,CO-52674,UA,2017-07-28,80000,09764729
SELL,CO-52674,UA,2020-03-20,80000,09764729
BUY,CO-52674,DIS,2017-04-19,80000,07043541
SELL,CO-52674,DIS,2019-05-10,80000,07043541
BUY,CO-52674,DIS,2017-03-02,40000,02104057
SELL,CO-52674,DIS,2019-02-05,40000,02104057
BUY,CO-52674,DIS,2017-01-31,90000,01322731
SELL,CO-52674,DIS,2019-03-14,90000,01322731
BUY,CO-52674,SQ,2017-04-06,60000,07632619
SELL,CO-52674,SQ,2019-07-08,60000,07632619
BUY,CO-52674,AMD,2017-08-31,90000,06663238
SELL,CO-52674,AMD,2019-06-27,90000,06663238
BUY,CO-52674,NKE,2017-05-08,10000,04340840
SELL,CO-52674,NKE,2020-06-30,10000,04340840
BUY,CO-52674,CMG,2017-05-23,60000,02465590
SELL,CO-52674,CMG,2020-02-28,60000,02465590
BUY,CO-52674,DIS,2017-10-10,30000,08105047
SELL,CO-52674,DIS,2020-02-26,30000,08105047
BUY,CO-52674,COF,2017-09-13,10000,05413906
SELL,CO-52674,COF,2020-01-21,10000,05413906
BUY,CO-99455,AMD,2016-08-03,50000,07193733
SELL,CO-99455,AMD,2016-12-09,50000,07193733
BUY,CO-99455,UA,2016-05-02,40000,02070753
SELL,CO-99455,UA,2016-12-01,40000,02070753
BUY,CO-99455,CMG,2016-05-09,80000,05877535
SELL,CO-99455,CMG,2016-10-07,80000,05877535
BUY,CO-99455,CMG,2016-05-26,90000,04224973
SELL,CO-99455,CMG,2017-02-17,90000,04224973
BUY,CO-99455,CMG,2016-08-02,80000,08832580
SELL,CO-99455,CMG,2017-10-23,80000,08832580
BUY,CO-99455,SQ,2016-04-19,20000,04694268
SELL,CO-99455,SQ,2016-11-01,20000,04694268
BUY,CO-99455,DIS,2016-05-31,80000,02900976
SELL,CO-99455,DIS,2016-11-23,80000,02900976
BUY,CO-99455,DIS,2016-06-21,10000,06395989
SELL,CO-99455,DIS,2016-12-15,10000,06395989
BUY,CO-99455,INTC,2016-05-17,10000,04722709
SELL,CO-99455,INTC,2017-08-30,10000,04722709
BUY,CO-99455,NKE,2016-07-28,30000,04268579
SELL,CO-99455,NKE,2016-12-02,30000,04268579
BUY,CO-99455,CMG,2016-06-20,50000,01573631
SELL,CO-99455,CMG,2017-10-26,50000,01573631
BUY,CO-99455,DIS,2016-04-25,10000,01442406
SELL,CO-99455,DIS,2017-10-25,10000,01442406
BUY,CO-99455,CMG,2016-05-06,30000,09835677
SELL,CO-99455,CMG,2016-11-09,30000,09835677
BUY,CO-99455,SQ,2016-06-03,40000,04209642
SELL,CO-99455,SQ,2017-11-09,40000,04209642
BUY,CO-99455,CRM,2016-05-11,90000,07394257
SELL,CO-99455,CRM,2017-09-22,90000,07394257
BUY,CO-99455,MSFT,2016-05-16,40000,02422711
SELL,CO-99455,MSFT,2017-09-11,40000,02422711
BUY,CO-99455,NKE,2016-04-11,40000,03064701
SELL,CO-99455,NKE,2016-08-24,40000,03064701
BUY,CO-99455,UA,2016-04-12,30000,05794616
SELL,CO-99455,UA,2016-08-01,30000,05794616
BUY,CO-99455,NKE,2016-05-06,40000,04523383
SELL,CO-99455,NKE,2016-12-22,40000,04523383
BUY,CO-99455,CRM,2016-08-01,10000,05382132
SELL,CO-99455,CRM,2017-05-01,10000,05382132
BUY,CO-99455,NKE,2016-05-03,40000,07661430
SELL,CO-99455,NKE,2017-07-20,40000,07661430
BUY,CO-99455,UA,2016-06-22,40000,06211413
SELL,CO-99455,UA,2017-04-28,40000,06211413
BUY,CO-99455,SQ,2016-06-16,60000,08795264
SELL,CO-99455,SQ,2017-03-06,60000,08795264
BUY,CO-99455,NKE,2016-04-27,20000,05782794
SELL,CO-99455,NKE,2017-08-30,20000,05782794
BUY,CO-99455,CMG,2016-05-12,20000,02434022
SELL,CO-99455,CMG,2017-06-15,20000,02434022
BUY,CO-99455,COF,2016-07-01,10000,09964851
SELL,CO-99455,COF,2017-05-01,10000,09964851
BUY,CO-99455,DIS,2016-06-21,50000,01429942
SELL,CO-99455,DIS,2017-04-26,50000,01429942
BUY,CO-99455,SQ,2016-04-15,10000,02447717
SELL,CO-99455,SQ,2017-02-03,10000,02447717
BUY,CO-99455,AMD,2016-07-29,20000,08737796
SELL,CO-99455,AMD,2017-09-25,20000,08737796
BUY,CO-99455,UA,2016-04-27,50000,06224083
SELL,CO-99455,UA,2017-04-03,50000,06224083
BUY,CO-99455,COF,2016-04-27,20000,02281793
SELL,CO-99455,COF,2017-07-11,20000,02281793
BUY,CO-99455,DIS,2016-04-26,70000,07902562
SELL,CO-99455,DIS,2017-03-14,70000,07902562
BUY,CO-99455,AMD,2016-07-13,80000,09444739
SELL,CO-99455,AMD,2017-03-02,80000,09444739
BUY,CO-99455,CMG,2016-04-05,70000,08335645
SELL,CO-99455,CMG,2017-03-17,70000,08335645
BUY,CO-99455,UA,2016-04-26,60000,01051071
SELL,CO-99455,UA,2016-10-04,60000,01051071
BUY,CO-99455,UA,2016-05-17,80000,04296350
SELL,CO-99455,UA,2017-09-22,80000,04296350
BUY,CO-99455,SQ,2016-07-08,70000,05781148
SELL,CO-99455,SQ,2017-12-15,70000,05781148
BUY,CO-99455,NKE,2016-04-13,60000,05390744
SELL,CO-99455,NKE,2017-01-27,60000,05390744
BUY,CO-99455,AMD,2016-05-24,60000,08440429
SELL,CO-99455,AMD,2017-12-01,60000,08440429
BUY,CO-99455,NKE,2016-07-12,30000,09705155
SELL,CO-99455,NKE,2017-01-24,30000,09705155
BUY,CO-99455,COF,2016-05-17,60000,01312355
SELL,CO-99455,COF,2016-11-03,60000,01312355
BUY,CO-99455,INTC,2016-05-24,90000,05973371
SELL,CO-99455,INTC,2017-02-14,90000,05973371
BUY,CO-99455,SQ,2016-06-28,20000,07979093
SELL,CO-99455,SQ,2017-01-25,20000,07979093
BUY,CO-99455,INTC,2016-06-16,30000,07590550
SELL,CO-99455,INTC,2017-04-18,30000,07590550
BUY,CO-99455,COF,2016-06-20,20000,04923925
SELL,CO-99455,COF,2016-12-01,20000,04923925
BUY,CO-99455,DIS,2016-05-11,40000,01150239
SELL,CO-99455,DIS,2017-04-05,40000,01150239
BUY,CO-99455,DIS,2016-04-07,30000,08785727
SELL,CO-99455,DIS,2017-08-09,30000,08785727
BUY,CO-99455,UA,2016-05-10,90000,09319985
SELL,CO-99455,UA,2016-08-08,90000,09319985
BUY,CO-99455,UA,2016-06-16,30000,03009893
SELL,CO-99455,UA,2017-10-04,30000,03009893
BUY,CO-99455,NKE,2016-06-27,70000,06699835
SELL,CO-99455,NKE,2016-09-26,70000,06699835
BUY,CO-99455,DIS,2016-05-03,60000,05344734
SELL,CO-99455,DIS,2016-09-29,60000,05344734
BUY,CO-99455,CMG,2016-06-07,70000,07104843
SELL,CO-99455,CMG,2017-11-28,70000,07104843
BUY,CO-99455,INTC,2016-08-03,70000,03074621
SELL,CO-99455,INTC,2017-01-27,70000,03074621
BUY,CO-99455,AMD,2016-06-20,20000,01520909
SELL,CO-99455,AMD,2016-10-18,20000,01520909
BUY,CO-99455,COF,2016-07-07,20000,05199108
SELL,CO-99455,COF,2017-12-26,20000,05199108
BUY,CO-99455,CMG,2016-07-19,60000,06975356
SELL,CO-99455,CMG,2017-08-15,60000,06975356
BUY,CO-99455,CRM,2016-04-20,70000,07977970
SELL,CO-99455,CRM,2017-02-27,70000,07977970
BUY,CO-99455,AMD,2016-04-26,60000,09726318
SELL,CO-99455,AMD,2017-02-02,60000,09726318
BUY,CO-99455,INTC,2016-06-28,40000,07017114
SELL,CO-99455,INTC,2017-07-10,40000,07017114
BUY,CO-99455,INTC,2016-07-15,50000,04278654
SELL,CO-99455,INTC,2016-12-29,50000,04278654
BUY,CO-99455,NKE,2016-05-26,80000,03160642
SELL,CO-99455,NKE,2016-07-21,80000,03160642
BUY,CO-99455,NKE,2016-06-28,70000,01762741
SELL,CO-99455,NKE,2017-06-30,70000,01762741
BUY,CO-99455,CMG,2016-05-18,40000,09510465
SELL,CO-99455,CMG,2017-02-27,40000,09510465
BUY,CO-99455,INTC,2016-05-10,60000,08292312
SELL,CO-99455,INTC,2017-10-20,60000,08292312
BUY,CO-99455,SQ,2016-06-28,10000,09549315
SELL,CO-99455,SQ,2016-11-04,10000,09549315
BUY,CO-99455,SQ,2016-04-11,30000,08674491
SELL,CO-99455,SQ,2017-05-09,30000,08674491
BUY,CO-99455,NKE,2016-08-04,50000,08460599
SELL,CO-99455,NKE,2016-11-18,50000,08460599
BUY,CO-99455,INTC,2016-07-18,20000,05692037
SELL,CO-99455,INTC,2018-01-16,20000,05692037
BUY,CO-99455,DIS,2016-05-26,20000,06172993
SELL,CO-99455,DIS,2017-12-11,20000,06172993
BUY,CO-99455,INTC,2016-08-10,90000,04103173
SELL,CO-99455,INTC,2017-09-11,90000,04103173
BUY,CO-99455,CMG,2016-05-11,40000,09891798
SELL,CO-99455,CMG,2017-05-23,40000,09891798
BUY,CO-99455,NKE,2016-07-01,50000,08995451
SELL,CO-99455,NKE,2017-12-26,50000,08995451
BUY,CO-99455,UA,2016-06-17,10000,09909206
SELL,CO-99455,UA,2017-03-13,10000,09909206
BUY,CO-99455,DIS,2016-06-13,40000,07408620
SELL,CO-99455,DIS,2017-03-31,40000,07408620
BUY,CO-99455,INTC,2016-06-07,40000,01529184
SELL,CO-99455,INTC,2017-12-06,40000,01529184
BUY,CO-99455,MSFT,2016-04-22,80000,02320800
SELL,CO-99455,MSFT,2016-06-28,80000,02320800
BUY,CO-99455,CRM,2016-07-22,50000,09016946
SELL,CO-99455,CRM,2017-03-07,50000,09016946
BUY,CO-99455,NKE,2016-06-29,90000,09816713
SELL,CO-99455,NKE,2016-12-15,90000,09816713
BUY,CO-99455,COF,2016-07-15,70000,01739257
SELL,CO-99455,COF,2017-03-31,70000,01739257
BUY,CO-99455,CRM,2016-07-12,30000,09862330
SELL,CO-99455,CRM,2017-10-26,30000,09862330
BUY,CO-99455,COF,2016-07-11,60000,07851947
SELL,CO-99455,COF,2017-03-01,60000,07851947
BUY,CO-99455,DIS,2016-04-05,10000,06488512
SELL,CO-99455,DIS,2017-06-01,10000,06488512
BUY,CO-99455,AMD,2016-07-07,30000,04040284
SELL,CO-99455,AMD,2016-12-07,30000,04040284
BUY,CO-99455,UA,2016-08-02,20000,07502758
SELL,CO-99455,UA,2017-07-26,20000,07502758
BUY,CO-99455,AMD,2016-04-15,10000,05335791
SELL,CO-99455,AMD,2017-05-30,10000,05335791
BUY,CO-99455,MSFT,2016-05-16,80000,07436853
SELL,CO-99455,MSFT,2017-01-23,80000,07436853
BUY,CO-99455,CMG,2016-07-14,60000,01978159
SELL,CO-99455,CMG,2017-04-13,60000,01978159
BUY,CO-99455,CRM,2016-05-18,80000,01714737
SELL,CO-99455,CRM,2017-02-22,80000,01714737
BUY,CO-99455,AMD,2016-06-08,60000,04500005
SELL,CO-99455,AMD,2016-07-26,60000,04500005
BUY,CO-99455,NKE,2016-06-29,40000,01778312
SELL,CO-99455,NKE,2017-11-20,40000,01778312
BUY,CO-99455,INTC,2016-07-18,10000,04738719
SELL,CO-99455,INTC,2016-12-30,10000,04738719
BUY,CO-99455,AMD,2016-05-24,70000,06284865
SELL,CO-99455,AMD,2017-09-07,70000,06284865
BUY,CO-99455,INTC,2016-04-27,90000,03223143
SELL,CO-99455,INTC,2017-08-21,90000,03223143
BUY,CO-99455,CRM,2016-04-22,80000,05697008
SELL,CO-99455,CRM,2017-09-27,80000,05697008
BUY,CO-99455,MSFT,2016-06-01,50000,04481282
SELL,CO-99455,MSFT,2017-08-16,50000,04481282
BUY,CO-99455,CRM,2016-04-07,30000,01117570
SELL,CO-99455,CRM,2017-02-02,30000,01117570
BUY,CO-99455,UA,2016-07-08,30000,09020709
SELL,CO-99455,UA,2017-04-13,30000,09020709
BUY,CO-99455,SQ,2016-05-25,30000,03000841
SELL,CO-99455,SQ,2017-04-12,30000,03000841
BUY,CO-99455,CRM,2016-04-07,80000,09740327
SELL,CO-99455,CRM,2017-03-03,80000,09740327
BUY,CO-99455,AMD,2016-04-19,60000,01416230
SELL,CO-99455,AMD,2016-08-26,60000,01416230
BUY,CO-99455,SQ,2016-06-28,80000,09313360
SELL,CO-99455,SQ,2018-01-16,80000,09313360
BUY,CO-99455,UA,2016-07-21,10000,04721515
SELL,CO-99455,UA,2017-04-03,10000,04721515
